# Model of Tennessen et al, including pop size of 14474 between ancestral population size and OOA migration
14600
793	3276
794	3266
795	3256
796	3246
797	3236
798	3226
799	3216
800	3207
801	3197
802	3187
803	3177
804	3167
805	3158
806	3148
807	3138
808	3129
809	3119
810	3110
811	3100
812	3091
813	3081
814	3072
815	3062
816	3053
817	3044
818	3034
819	3025
820	3016
821	3007
822	2997
823	2988
824	2979
825	2970
826	2961
827	2952
828	2943
829	2934
830	2925
831	2916
832	2907
833	2898
834	2889
835	2880
836	2871
837	2863
838	2854
839	2845
840	2836
841	2828
842	2819
843	2810
844	2802
845	2793
846	2785
847	2776
848	2768
849	2759
850	2751
851	2742
852	2734
853	2726
854	2717
855	2709
856	2701
857	2692
858	2684
859	2676
860	2668
861	2660
862	2651
863	2643
864	2635
865	2627
866	2619
867	2611
868	2603
869	2595
870	2587
871	2579
872	2571
873	2564
874	2556
875	2548
876	2540
877	2532
878	2525
879	2517
880	2509
881	2501
882	2494
883	2486
884	2479
885	2471
886	2463
887	2456
888	2448
889	2441
890	2433
891	2426
892	2418
893	2411
894	2404
895	2396
896	2389
897	2382
898	2374
899	2367
900	2360
901	2353
902	2345
903	2338
904	2331
905	2324
906	2317
907	2310
908	2303
909	2296
910	2289
911	2282
912	2275
913	2268
914	2261
915	2254
916	2247
917	2240
918	2233
919	2226
920	2220
2040	3722
5920	28948
